filename	sample_id	sample_type
202405081555_EB_dbgi_002995_01_01.mzML	dbgi_002995_01_01	sample
202405081555_EB_dbgi_002999_01_01.mzML	dbgi_002999_01_01	sample
202405081555_EB_dbgi_003000_01_01.mzML	dbgi_003000_01_01	sample
202405081555_EB_dbgi_003004_01_01.mzML	dbgi_003004_01_01	sample
202405081555_EB_dbgi_003005_01_01.mzML	dbgi_003005_01_01	sample
202405081555_EB_dbgi_003008_01_01.mzML	dbgi_003008_01_01	sample
202405081555_EB_dbgi_003009_01_01.mzML	dbgi_003009_01_01	sample
202405081555_EB_dbgi_003015_01_01.mzML	dbgi_003015_01_01	sample
202405081555_EB_dbgi_003018_01_01.mzML	dbgi_003018_01_01	sample
202405081555_EB_dbgi_003019_01_01.mzML	dbgi_003019_01_01	sample
202405081555_EB_dbgi_003020_01_01.mzML	dbgi_003020_01_01	sample
202405081555_EB_dbgi_003025_01_01.mzML	dbgi_003025_01_01	sample
202405081555_EB_dbgi_003026_01_01.mzML	dbgi_003026_01_01	sample
202405081555_EB_dbgi_003028_01_01.mzML	dbgi_003028_01_01	sample
202405081555_EB_dbgi_003031_01_01.mzML	dbgi_003031_01_01	sample
202405081555_EB_dbgi_003054_01_01.mzML	dbgi_003054_01_01	sample
202405081555_EB_dbgi_003055_01_01.mzML	dbgi_003055_01_01	sample
202405081555_EB_dbgi_003059_01_01.mzML	dbgi_003059_01_01	sample
202405081555_EB_dbgi_003060_01_01.mzML	dbgi_003060_01_01	sample
202405081555_EB_dbgi_003061_01_01.mzML	dbgi_003061_01_01	sample
202405081555_EB_dbgi_003065_01_01.mzML	dbgi_003065_01_01	sample
202405081555_EB_dbgi_003066_01_01.mzML	dbgi_003066_01_01	sample
202405081555_EB_dbgi_batch_blk_000001_01.mzML	dbgi_batch_blk_000001_01	blank
202405081555_EB_dbgi_batch_blk_000002_01.mzML	dbgi_batch_blk_000002_01	blank
202405081555_EB_dbgi_batch_blk_000003_01.mzML	dbgi_batch_blk_000003_01	blank
202405081555_EB_dbgi_batch_blk_000004_01.mzML	dbgi_batch_blk_000004_01	blank
202405171439_HC_dbgi_002762_01_01.mzML	dbgi_002762_01_01	sample
202405171439_HC_dbgi_002789_01_01.mzML	dbgi_002789_01_01	sample
202405171439_HC_dbgi_002826_01_01.mzML	dbgi_002826_01_01	sample
202405171439_HC_dbgi_002857_01_01.mzML	dbgi_002857_01_01	sample
202405171439_HC_dbgi_002863_01_01.mzML	dbgi_002863_01_01	sample
202405171439_HC_dbgi_002899_01_01.mzML	dbgi_002899_01_01	sample
202405171439_HC_dbgi_002914_01_01.mzML	dbgi_002914_01_01	sample
202405171439_HC_dbgi_003068_01_01.mzML	dbgi_003068_01_01	sample
202405171439_HC_dbgi_batch_blk_000009_01.mzML	dbgi_batch_blk_000009_01	blank
202405171439_HC_dbgi_batch_blk_000011_01.mzML	dbgi_batch_blk_000011_01	blank
202405241509_EB_dbgi_001043_01_01.mzML	dbgi_001043_01_01	sample
202405241509_EB_dbgi_001210_01_01.mzML	dbgi_001210_01_01	sample
202405241509_EB_dbgi_001755_01_01.mzML	dbgi_001755_01_01	sample
202405241509_EB_dbgi_001760_01_01.mzML	dbgi_001760_01_01	sample
202405241509_EB_dbgi_001769_01_01.mzML	dbgi_001769_01_01	sample
202405241509_EB_dbgi_001776_01_01.mzML	dbgi_001776_01_01	sample
202405241509_EB_dbgi_001782_01_01.mzML	dbgi_001782_01_01	sample
202405241509_EB_dbgi_001783_01_01.mzML	dbgi_001783_01_01	sample
202405241509_EB_dbgi_001787_01_01.mzML	dbgi_001787_01_01	sample
202405241509_EB_dbgi_001792_01_01.mzML	dbgi_001792_01_01	sample
202405241509_EB_dbgi_001796_01_01.mzML	dbgi_001796_01_01	sample
202405241509_EB_dbgi_001803_01_01.mzML	dbgi_001803_01_01	sample
202405241509_EB_dbgi_001808_01_01.mzML	dbgi_001808_01_01	sample
202405241509_EB_dbgi_001826_01_01.mzML	dbgi_001826_01_01	sample
202405241509_EB_dbgi_001871_01_01.mzML	dbgi_001871_01_01	sample
202405241509_EB_dbgi_001872_01_01.mzML	dbgi_001872_01_01	sample
202405241509_EB_dbgi_001877_01_01.mzML	dbgi_001877_01_01	sample
202405241509_EB_dbgi_001882_01_01.mzML	dbgi_001882_01_01	sample
202405241509_EB_dbgi_001891_01_01.mzML	dbgi_001891_01_01	sample
202405241509_EB_dbgi_002249_01_01.mzML	dbgi_002249_01_01	sample
202405241509_EB_dbgi_002269_01_01.mzML	dbgi_002269_01_01	sample
202405241509_EB_dbgi_002270_01_01.mzML	dbgi_002270_01_01	sample
202405241509_EB_dbgi_002285_01_01.mzML	dbgi_002285_01_01	sample
202405241509_EB_dbgi_002351_01_01.mzML	dbgi_002351_01_01	sample
202405241509_EB_dbgi_002414_01_01.mzML	dbgi_002414_01_01	sample
202405241509_EB_dbgi_002422_01_01.mzML	dbgi_002422_01_01	sample
202405241509_EB_dbgi_002428_01_01.mzML	dbgi_002428_01_01	sample
202405241509_EB_dbgi_002430_01_01.mzML	dbgi_002430_01_01	sample
202405241509_EB_dbgi_002434_01_01.mzML	dbgi_002434_01_01	sample
202405241509_EB_dbgi_002446_01_01.mzML	dbgi_002446_01_01	sample
202405241509_EB_dbgi_002455_01_01.mzML	dbgi_002455_01_01	sample
202405241509_EB_dbgi_002456_01_01.mzML	dbgi_002456_01_01	sample
202405241509_EB_dbgi_002459_01_01.mzML	dbgi_002459_01_01	sample
202405241509_EB_dbgi_002460_01_01.mzML	dbgi_002460_01_01	sample
202405241509_EB_dbgi_002463_01_01.mzML	dbgi_002463_01_01	sample
202405241509_EB_dbgi_002470_01_01.mzML	dbgi_002470_01_01	sample
202405241509_EB_dbgi_002471_01_01.mzML	dbgi_002471_01_01	sample
202405241509_EB_dbgi_002472_01_01.mzML	dbgi_002472_01_01	sample
202405241509_EB_dbgi_002477_01_01.mzML	dbgi_002477_01_01	sample
202405241509_EB_dbgi_002480_01_01.mzML	dbgi_002480_01_01	sample
202405241509_EB_dbgi_002488_01_01.mzML	dbgi_002488_01_01	sample
202405241509_EB_dbgi_002492_01_01.mzML	dbgi_002492_01_01	sample
202405241509_EB_dbgi_002499_01_01.mzML	dbgi_002499_01_01	sample
202405241509_EB_dbgi_002507_01_01.mzML	dbgi_002507_01_01	sample
202405241509_EB_dbgi_002513_01_01.mzML	dbgi_002513_01_01	sample
202405241509_EB_dbgi_002514_01_01.mzML	dbgi_002514_01_01	sample
202405241509_EB_dbgi_002515_01_01.mzML	dbgi_002515_01_01	sample
202405241509_EB_dbgi_002520_01_01.mzML	dbgi_002520_01_01	sample
202405241509_EB_dbgi_002522_01_01.mzML	dbgi_002522_01_01	sample
202405241509_EB_dbgi_002524_01_01.mzML	dbgi_002524_01_01	sample
202405241509_EB_dbgi_002528_01_01.mzML	dbgi_002528_01_01	sample
202405241509_EB_dbgi_002529_01_01.mzML	dbgi_002529_01_01	sample
202405241509_EB_dbgi_002531_01_01.mzML	dbgi_002531_01_01	sample
202405241509_EB_dbgi_002533_01_01.mzML	dbgi_002533_01_01	sample
202405241509_EB_dbgi_002535_01_01.mzML	dbgi_002535_01_01	sample
202405241509_EB_dbgi_002537_01_01.mzML	dbgi_002537_01_01	sample
202405241509_EB_dbgi_002541_01_01.mzML	dbgi_002541_01_01	sample
202405241509_EB_dbgi_002550_01_01.mzML	dbgi_002550_01_01	sample
202405241509_EB_dbgi_002564_01_01.mzML	dbgi_002564_01_01	sample
202405241509_EB_dbgi_002569_01_01.mzML	dbgi_002569_01_01	sample
202405241509_EB_dbgi_002576_01_01.mzML	dbgi_002576_01_01	sample
202405241509_EB_dbgi_002578_01_01.mzML	dbgi_002578_01_01	sample
202405241509_EB_dbgi_002583_01_01.mzML	dbgi_002583_01_01	sample
202405241509_EB_dbgi_002591_01_01.mzML	dbgi_002591_01_01	sample
202405241509_EB_dbgi_002595_01_01.mzML	dbgi_002595_01_01	sample
202405241509_EB_dbgi_002605_01_01.mzML	dbgi_002605_01_01	sample
202405241509_EB_dbgi_002611_01_01.mzML	dbgi_002611_01_01	sample
202405241509_EB_dbgi_002616_01_01.mzML	dbgi_002616_01_01	sample
202405241509_EB_dbgi_002620_01_01.mzML	dbgi_002620_01_01	sample
202405241509_EB_dbgi_002703_01_01.mzML	dbgi_002703_01_01	sample
202405241509_EB_dbgi_002707_01_01.mzML	dbgi_002707_01_01	sample
202405241509_EB_dbgi_002709_01_01.mzML	dbgi_002709_01_01	sample
202405241509_EB_dbgi_002710_01_01.mzML	dbgi_002710_01_01	sample
202405241509_EB_dbgi_002711_01_01.mzML	dbgi_002711_01_01	sample
202405241509_EB_dbgi_002712_01_01.mzML	dbgi_002712_01_01	sample
202405241509_EB_dbgi_002714_01_01.mzML	dbgi_002714_01_01	sample
202405241509_EB_dbgi_002730_01_01.mzML	dbgi_002730_01_01	sample
202405241509_EB_dbgi_002736_01_01.mzML	dbgi_002736_01_01	sample
202405241509_EB_dbgi_002737_01_01.mzML	dbgi_002737_01_01	sample
202405241509_EB_dbgi_002744_01_01.mzML	dbgi_002744_01_01	sample
202405241509_EB_dbgi_batch_blk_000012_01.mzML	dbgi_batch_blk_000012_01	blank
