ott_id,organism_otol_kingdom,organism_otol_phylum,organism_otol_class,organism_otol_order,organism_otol_family,organism_otol_genus,organism_otol_species,organism_otol_unique_name,organism_otol_kingdom_ott_id,organism_otol_phylum_ott_id,organism_otol_class_ott_id,organism_otol_order_ott_id,organism_otol_family_ott_id,organism_otol_genus_ott_id,organism_otol_species_ott_id,domain,infrakingdom,no rank,section,subclass,subfamily,subgenus,subkingdom,suborder,subphylum,subtribe,superorder,tribe,domain_ott_id,infrakingdom_ott_id,no rank_ott_id,section_ott_id,subclass_ott_id,subfamily_ott_id,subgenus_ott_id,subkingdom_ott_id,suborder_ott_id,subphylum_ott_id,subtribe_ott_id,superorder_ott_id,tribe_ott_id,flags,rank,varietas,varietas_ott_id
273185,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,Beta vulgaris,Beta vulgaris,5268475.0,916750.0,99252.0,216628.0,5920024.0,892381.0,273185.0,Eukaryota,,life,,,Betoideae,,,,,,,,304358.0,,805080.0,,,5920025.0,,,,,,,,[],species,,
275369,Archaeplastida,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Kolkwitzia,Kolkwitzia amabilis,Kolkwitzia amabilis,5268475.0,916750.0,99252.0,659705.0,69534.0,275391.0,275369.0,Eukaryota,,life,,,,,,,,,campanulids,,304358.0,,805080.0,,,,,,,,,596121.0,,[],species,,
281533,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Hesperis,Hesperis matronalis,Hesperis matronalis,5268475.0,916750.0,99252.0,8844.0,309271.0,281543.0,281533.0,Eukaryota,,life,,,,,,,,,,Hesperideae,304358.0,,805080.0,,,,,,,,,,509322.0,[],species,,
281545,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,,,Diplotaxis tenuifolia,5268475.0,916750.0,99252.0,8844.0,309271.0,,,Eukaryota,,Diplotaxis tenuifolia,,,,,,,,,,Brassiceae,304358.0,,281545.0,,,,,,,,,,863077.0,"['extinct_inherited', 'incertae_sedis']",no rank,,
285884,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella aurantiaca,Pilosella aurantiaca,5268475.0,916750.0,99252.0,1042120.0,46248.0,339819.0,285884.0,Eukaryota,,life,,,Cichorioideae,,,,,Hieraciinae,campanulids,Cichorieae,304358.0,,805080.0,,,578390.0,,,,,119073.0,596121.0,578387.0,[],species,,
286369,Archaeplastida,Streptophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,Selaginella lepidophylla,Selaginella lepidophylla,5268475.0,916750.0,144795.0,144821.0,144818.0,144816.0,286369.0,Eukaryota,,life,,,,,,,,,,,304358.0,,805080.0,,,,,,,,,,,[],species,,
286405,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Carduus,Carduus acanthoides,Carduus acanthoides,5268475.0,916750.0,99252.0,1042120.0,46248.0,597712.0,286405.0,Eukaryota,,life,,,Carduoideae,,,,,Carduinae,campanulids,Cardueae,304358.0,,805080.0,,,527107.0,,,,,627940.0,596121.0,557760.0,[],species,,
287410,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia farinacea,Salvia farinacea,5268475.0,916750.0,99252.0,23736.0,544714.0,374096.0,287410.0,Eukaryota,,life,,,Nepetoideae,Calosphace,,,,,,Mentheae,304358.0,,805080.0,,,394658.0,5336047.0,,,,,,498490.0,[],species,,
287577,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rheum,Rheum rhaponticum,Rheum rhaponticum,5268475.0,916750.0,99252.0,216628.0,904376.0,279975.0,287577.0,Eukaryota,,life,,,Polygonoideae,,,,,,,Rumiceae,304358.0,,805080.0,,,839947.0,,,,,,,839950.0,[],species,,
290038,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Sideritis,Sideritis taurica,Sideritis taurica,5268475.0,916750.0,99252.0,23736.0,544714.0,762742.0,290038.0,Eukaryota,,life,,,Lamioideae,,,,,,,Stachydeae,304358.0,,805080.0,,,1074933.0,,,,,,,534796.0,[],species,,
294548,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pyrrosia,Pyrrosia lingua,Pyrrosia lingua,5268475.0,916750.0,166292.0,93178.0,667483.0,402233.0,294548.0,Eukaryota,,life,,Polypodiidae,Platycerioideae,,,Polypodiineae,,,,,304358.0,,805080.0,,5662210.0,7045551.0,,,680697.0,,,,,[],species,,
297245,Archaeplastida,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Malva,Malva verticillata,Malva verticillata,5268475.0,916750.0,99252.0,229284.0,279960.0,930069.0,297245.0,Eukaryota,,life,,,Malvoideae,,,,,,,,304358.0,,805080.0,,,469942.0,,,,,,,,[],species,,
300568,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Oncidium,Oncidium sphacelatum,Oncidium sphacelatum,5268475.0,916750.0,99252.0,557124.0,568878.0,137617.0,300568.0,Eukaryota,,life,,Petrosaviidae,Epidendroideae,,,,,Oncidiinae,,Cymbidieae,304358.0,,805080.0,,5308424.0,714629.0,,,,,932534.0,,595052.0,[],species,,
300879,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Kickxia,Kickxia elatine,Kickxia elatine,5268475.0,916750.0,99252.0,23736.0,1041309.0,300870.0,300879.0,Eukaryota,,life,,,,,,,,,,Antirrhineae,304358.0,,805080.0,,,,,,,,,,182044.0,[],species,,
304971,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Lycopus,Lycopus europaeus,Lycopus europaeus,5268475.0,916750.0,99252.0,23736.0,544714.0,304968.0,304971.0,Eukaryota,,life,,,Nepetoideae,,,,,,,Mentheae,304358.0,,805080.0,,,394658.0,,,,,,,498490.0,[],species,,
304980,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,Nepeta grandiflora,Nepeta grandiflora,5268475.0,916750.0,99252.0,23736.0,544714.0,314683.0,304980.0,Eukaryota,,life,,,Nepetoideae,,,,,,,Mentheae,304358.0,,805080.0,,,394658.0,,,,,,,498490.0,[],species,,
305931,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,Prunella vulgaris,Prunella vulgaris,5268475.0,916750.0,99252.0,23736.0,544714.0,314693.0,305931.0,Eukaryota,,life,,,Nepetoideae,,,,,,,Mentheae,304358.0,,805080.0,,,394658.0,,,,,,,498490.0,[],species,,
306301,Archaeplastida,Streptophyta,Magnoliopsida,Poales,Cyperaceae,Cyperus,Cyperus textilis,Cyperus textilis,5268475.0,916750.0,99252.0,921871.0,105574.0,266228.0,306301.0,Eukaryota,,life,Cyperus sect. Alternifolii,Petrosaviidae,Cyperoideae,,,,,,,Cypereae,304358.0,,805080.0,7047368.0,5308424.0,423248.0,,,,,,,423245.0,[],species,,
306774,Archaeplastida,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus trifoliata,Citrus trifoliata,5268475.0,916750.0,99252.0,229288.0,43847.0,929678.0,306774.0,Eukaryota,,life,,,Aurantioideae,,,,,,,,304358.0,,805080.0,,,5740852.0,,,,,,,,['sibling_higher'],species,,
312147,Archaeplastida,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,Ludwigia (genus in kingdom Archaeplastida),,Ludwigia (genus in kingdom Archaeplastida),5268475.0,916750.0,99252.0,648898.0,1015483.0,312147.0,,Eukaryota,,life,,,Ludwigioideae,,,,,,,,304358.0,,805080.0,,,5740795.0,,,,,,,,[],genus,,
312857,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Petrorhagia,Petrorhagia prolifera,Petrorhagia prolifera,5268475.0,916750.0,99252.0,216628.0,317818.0,731215.0,312857.0,Eukaryota,,life,,,,,,,,,,Caryophylleae,304358.0,,805080.0,,,,,,,,,,5920005.0,[],species,,
317802,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus caudatus,Amaranthus caudatus,5268475.0,916750.0,99252.0,216628.0,317791.0,317808.0,317802.0,Eukaryota,,life,,,,,,,,,,,304358.0,,805080.0,,,,,,,,,,,[],species,,
319410,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Inula,Inula helenium,Inula helenium,5268475.0,916750.0,99252.0,1042120.0,46248.0,864170.0,319410.0,Eukaryota,,life,,,Asteroideae,,,,,Inulinae,campanulids,Inuleae,304358.0,,805080.0,,,1084160.0,,,,,556322.0,596121.0,1084157.0,['sibling_higher'],species,,
319626,Archaeplastida,Streptophyta,Magnoliopsida,Alismatales,Araceae,Anthurium,Anthurium andraeanum,Anthurium andraeanum,5268475.0,916750.0,99252.0,399481.0,481972.0,1049799.0,319626.0,Eukaryota,,life,,,Pothoideae,,,,,,,Potheae,304358.0,,805080.0,,,1085575.0,,,,,,,61079.0,[],species,,
320992,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Matthiola,Matthiola sinuata,Matthiola sinuata,5268475.0,916750.0,99252.0,8844.0,309271.0,359087.0,320992.0,Eukaryota,,life,,,,,,,,,,Anchonieae,304358.0,,805080.0,,,,,,,,,,25285.0,[],species,,
323007,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron acris,Erigeron acris,5268475.0,916750.0,99252.0,1042120.0,46248.0,643717.0,323007.0,Eukaryota,,life,,,Asteroideae,,,,,,campanulids,Astereae,304358.0,,805080.0,,,1084160.0,,,,,,596121.0,1084166.0,['sibling_higher'],species,,
328643,Archaeplastida,Streptophyta,Magnoliopsida,Alismatales,Araceae,Anthurium,Anthurium scandens,Anthurium scandens,5268475.0,916750.0,99252.0,399481.0,481972.0,1049799.0,328643.0,Eukaryota,,life,,,Pothoideae,,,,,,,Potheae,304358.0,,805080.0,,,1085575.0,,,,,,,61079.0,[],species,,
328768,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Aegopodium,Aegopodium podagraria,Aegopodium podagraria,5268475.0,916750.0,99252.0,372834.0,372831.0,626557.0,328768.0,Eukaryota,,life,,,Apioideae,,,Apiineae,,,campanulids,Careae,304358.0,,805080.0,,,79260.0,,,1091578.0,,,596121.0,298526.0,[],species,,
332796,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,Lamium album,Lamium album,5268475.0,916750.0,99252.0,23736.0,544714.0,332799.0,332796.0,Eukaryota,,life,,,Lamioideae,,,,,,,Lamieae,304358.0,,805080.0,,,1074933.0,,,,,,,1010876.0,[],species,,
333889,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa glauca,Rosa glauca,5268475.0,916750.0,99252.0,208031.0,208036.0,259066.0,333889.0,Eukaryota,,life,,,Rosoideae,,,,,,,,304358.0,,805080.0,,,731147.0,,,,,,,,['incertae_sedis_inherited'],species,,
339346,Archaeplastida,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis,Ricinus communis,5268475.0,916750.0,99252.0,429482.0,914245.0,934795.0,339346.0,Eukaryota,,life,,,Acalyphoideae,,,,,,,Acalypheae,304358.0,,805080.0,,,195930.0,,,,,,,1094341.0,[],species,,
340336,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium pratense,Geranium pratense,5268475.0,916750.0,99252.0,648900.0,948914.0,948948.0,340336.0,Eukaryota,,life,,,,,,,,,,,304358.0,,805080.0,,,,,,,,,,,[],species,,
345514,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Ageratina,Ageratina altissima,Ageratina altissima,5268475.0,916750.0,99252.0,1042120.0,46248.0,23859.0,345514.0,Eukaryota,,life,,,Asteroideae,,,,,,campanulids,Eupatorieae,304358.0,,805080.0,,,1084160.0,,,,,,596121.0,557774.0,['sibling_higher'],species,,
346222,Archaeplastida,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus tenella,Prunus tenella,5268475.0,916750.0,99252.0,208031.0,208036.0,731578.0,346222.0,Eukaryota,,life,,,Amygdaloideae,,,,,,,Amygdaleae,304358.0,,805080.0,,,731134.0,,,,,,,376842.0,['sibling_higher'],species,,
346670,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha longifolia,Mentha longifolia,5268475.0,916750.0,99252.0,23736.0,544714.0,55626.0,346670.0,Eukaryota,,life,,,Nepetoideae,,,,,,,Mentheae,304358.0,,805080.0,,,394658.0,,,,,,,498490.0,[],species,,
349491,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,,,Senecioninae,5268475.0,916750.0,99252.0,1042120.0,46248.0,,,Eukaryota,,life,,,Asteroideae,,,,,Senecioninae,campanulids,Senecioneae,304358.0,,805080.0,,,1084160.0,,,,,349491.0,596121.0,557768.0,[],subtribe,,
352851,Archaeplastida,Streptophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,Peperomia serpens,Peperomia serpens,5268475.0,916750.0,99252.0,1022514.0,1022519.0,108956.0,352851.0,Eukaryota,,life,,,,,,,,,,,304358.0,,805080.0,,,,,,,,,,,[],species,,
353788,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Monardella,Monardella odoratissima,Monardella odoratissima,5268475.0,916750.0,99252.0,23736.0,544714.0,1040508.0,353788.0,Eukaryota,,life,,,Nepetoideae,,,,,,,Mentheae,304358.0,,805080.0,,,394658.0,,,,,,,498490.0,[],species,,
355945,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Melissa,Melissa officinalis,Melissa officinalis,5268475.0,916750.0,99252.0,23736.0,544714.0,314678.0,355945.0,Eukaryota,,life,,,Nepetoideae,,,,,,,Mentheae,304358.0,,805080.0,,,394658.0,,,,,,,498490.0,[],species,,
358705,Archaeplastida,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum villosum,Solanum villosum,5268475.0,916750.0,99252.0,1050255.0,473827.0,1020645.0,358705.0,Eukaryota,,life,,,Solanoideae,,,,,,,Solaneae,304358.0,,805080.0,,,13867.0,,,,,,,1061420.0,['sibling_higher'],species,,
359604,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Resedaceae,Reseda,Reseda luteola,Reseda luteola,5268475.0,916750.0,99252.0,8844.0,754878.0,735785.0,359604.0,Eukaryota,,life,,,,,,,,,,,304358.0,,805080.0,,,,,,,,,,,[],species,,
360049,Archaeplastida,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Anchusa,Anchusa officinalis,Anchusa officinalis,5268475.0,916750.0,99252.0,5261925.0,147029.0,884763.0,360049.0,Eukaryota,,life,,,Boraginoideae,,,,,Boragininae,,Boragineae,304358.0,,805080.0,,,6061933.0,,,,,6061935.0,,6061934.0,['sibling_higher'],species,,
362040,Archaeplastida,Streptophyta,Magnoliopsida,Alismatales,Araceae,Dieffenbachia,,Dieffenbachia,5268475.0,916750.0,99252.0,399481.0,481972.0,362040.0,,Eukaryota,,life,,,Philodendroideae,,,,,,,Spathicarpeae,304358.0,,805080.0,,,413471.0,,,,,,,944256.0,[],genus,,
362055,Archaeplastida,Streptophyta,Magnoliopsida,Alismatales,Araceae,Dieffenbachia,Dieffenbachia seguine,Dieffenbachia seguine,5268475.0,916750.0,99252.0,399481.0,481972.0,362040.0,362055.0,Eukaryota,,life,,,Philodendroideae,,,,,,,Spathicarpeae,304358.0,,805080.0,,,413471.0,,,,,,,944256.0,[],species,,
362478,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fallopia,Fallopia convolvulus,Fallopia convolvulus,5268475.0,916750.0,99252.0,216628.0,904376.0,362491.0,362478.0,Eukaryota,,life,,,Polygonoideae,,,,,,,Polygoneae,304358.0,,805080.0,,,839947.0,,,,,,,839952.0,[],species,,
364685,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Tetranema,Tetranema roseum,Tetranema roseum,5268475.0,916750.0,99252.0,23736.0,1041309.0,181967.0,364685.0,Eukaryota,,life,,,,,,,,,,Cheloneae,304358.0,,805080.0,,,,,,,,,,272511.0,[],species,,
371806,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Leucanthemum,Leucanthemum vulgare,Leucanthemum vulgare,5268475.0,916750.0,99252.0,1042120.0,46248.0,371819.0,371806.0,Eukaryota,,life,,,Asteroideae,,,,,Leucantheminae,campanulids,Anthemideae,304358.0,,805080.0,,,1084160.0,,,,,177943.0,596121.0,557765.0,[],species,,
371815,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Leucanthemella,Leucanthemella serotina,Leucanthemella serotina,5268475.0,916750.0,99252.0,1042120.0,46248.0,947888.0,371815.0,Eukaryota,,life,,,Asteroideae,,,,,Artemisiinae,campanulids,Anthemideae,304358.0,,805080.0,,,1084160.0,,,,,127124.0,596121.0,557765.0,[],species,,
376999,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Raphanus raphanistrum,Raphanus raphanistrum,5268475.0,916750.0,99252.0,8844.0,309271.0,359071.0,376999.0,Eukaryota,,life,,,,,,,,,,Brassiceae,304358.0,,805080.0,,,,,,,,,,863077.0,[],species,,
378039,Archaeplastida,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Anethum,Anethum graveolens,Anethum graveolens,5268475.0,916750.0,99252.0,372834.0,372831.0,77698.0,378039.0,Eukaryota,,life,,,Apioideae,,,Apiineae,,,campanulids,Apieae,304358.0,,805080.0,,,79260.0,,,1091578.0,,,596121.0,823075.0,['sibling_higher'],species,,
378964,Archaeplastida,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum lycopersicum,Solanum lycopersicum,5268475.0,916750.0,99252.0,1050255.0,473827.0,1020645.0,378964.0,Eukaryota,,life,,,Solanoideae,Lycopersicon,,,,,,Solaneae,304358.0,,805080.0,,,13867.0,79618.0,,,,,,1061420.0,[],species,,
382149,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,Teucrium scorodonia,Teucrium scorodonia,5268475.0,916750.0,99252.0,23736.0,544714.0,950290.0,382149.0,Eukaryota,,life,,,Teucrioideae,,,,,,,,304358.0,,805080.0,,,1074930.0,,,,,,,,[],species,,
386690,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Gesneriaceae,Kohleria,Kohleria hirsuta,Kohleria hirsuta,5268475.0,916750.0,99252.0,23736.0,913162.0,387343.0,386690.0,Eukaryota,,life,,,Gesnerioideae,,,,,Gloxiniinae,,Gesnerieae,304358.0,,805080.0,,,708521.0,,,,,5522090.0,,649728.0,[],species,,
387600,Archaeplastida,Streptophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium sibiricum,Geranium sibiricum,5268475.0,916750.0,99252.0,648900.0,948914.0,948948.0,387600.0,Eukaryota,,life,,,,,,,,,,,304358.0,,805080.0,,,,,,,,,,,[],species,,
388108,Archaeplastida,Streptophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,Begonia reniformis,Begonia reniformis,5268475.0,916750.0,99252.0,11011.0,530192.0,530190.0,388108.0,Eukaryota,,life,Begonia sect. Pritzelia,,,,,,,,,,304358.0,,805080.0,7054932.0,,,,,,,,,,[],species,,
388993,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris,Hypochaeris radicata,Hypochaeris radicata,5268475.0,916750.0,99252.0,1042120.0,46248.0,914604.0,388993.0,Eukaryota,,life,,,Cichorioideae,,,,,Hypochaeridinae,campanulids,Cichorieae,304358.0,,805080.0,,,578390.0,,,,,472096.0,596121.0,578387.0,[],species,,
392271,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Coelogyne,Coelogyne flaccida,Coelogyne flaccida,5268475.0,916750.0,99252.0,557124.0,568878.0,244331.0,392271.0,Eukaryota,,life,,Petrosaviidae,Epidendroideae,,,,,Coelogyninae,,Arethuseae,304358.0,,805080.0,,5308424.0,714629.0,,,,,457007.0,,457003.0,[],species,,
397843,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Myrmecodia,Myrmecodia platytyrea,Myrmecodia platytyrea,5268475.0,916750.0,99252.0,524062.0,1014022.0,397839.0,397843.0,Eukaryota,,life,,,Rubioideae,,,,,,,Psychotrieae,304358.0,,805080.0,,,997378.0,,,,,,,1098395.0,[],species,,
400376,Archaeplastida,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium thyrsiflorum,Dendrobium thyrsiflorum,5268475.0,916750.0,99252.0,557124.0,568878.0,868270.0,400376.0,Eukaryota,,life,,Petrosaviidae,Epidendroideae,,,,,Dendrobiinae,,Malaxideae,304358.0,,805080.0,,5308424.0,714629.0,,,,,406688.0,,595054.0,[],species,,
402233,Archaeplastida,Streptophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Pyrrosia (genus in kingdom Archaeplastida),,Pyrrosia (genus in kingdom Archaeplastida),5268475.0,916750.0,166292.0,93178.0,667483.0,402233.0,,Eukaryota,,life,,Polypodiidae,Platycerioideae,,,Polypodiineae,,,,,304358.0,,805080.0,,5662210.0,7045551.0,,,680697.0,,,,,[],genus,,
408655,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia campestris,Artemisia campestris,5268475.0,916750.0,99252.0,1042120.0,46248.0,465444.0,408655.0,Eukaryota,,life,,,Asteroideae,,,,,Artemisiinae,campanulids,Anthemideae,304358.0,,805080.0,,,1084160.0,,,,,127124.0,596121.0,557765.0,['sibling_higher'],species,,
411085,Archaeplastida,Streptophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,,Echium,5268475.0,916750.0,99252.0,5261925.0,147029.0,411085.0,,Eukaryota,,life,,,Boraginoideae,,,,,,,Lithospermeae,304358.0,,805080.0,,,6061933.0,,,,,,,6062009.0,[],genus,,
412599,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,Campanula glomerata,Campanula glomerata,5268475.0,916750.0,99252.0,1042120.0,1086303.0,590452.0,412599.0,Eukaryota,,life,,,,,,,,,campanulids,,304358.0,,805080.0,,,,,,,,,596121.0,,['sibling_higher'],species,,
414689,Archaeplastida,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Neslia,Neslia paniculata,Neslia paniculata,5268475.0,916750.0,99252.0,8844.0,309271.0,414687.0,414689.0,Eukaryota,,life,,,,,,,,,,Camelineae,304358.0,,805080.0,,,,,,,,,,504672.0,[],species,,
420246,Archaeplastida,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea tricolor,Ipomoea tricolor,5268475.0,916750.0,99252.0,1050255.0,494850.0,494853.0,420246.0,Eukaryota,,life,,,,,,,,,,Ipomoeeae,304358.0,,805080.0,,,,,,,,,,302647.0,[],species,,
422533,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex scutatus,Rumex scutatus,5268475.0,916750.0,99252.0,216628.0,904376.0,904386.0,422533.0,Eukaryota,,life,,,Polygonoideae,,,,,,,Rumiceae,304358.0,,805080.0,,,839947.0,,,,,,,839950.0,['sibling_higher'],species,,
424681,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,Stellaria graminea,Stellaria graminea,5268475.0,916750.0,99252.0,216628.0,317818.0,432723.0,424681.0,Eukaryota,,life,,,,,,,,,,Alsineae,304358.0,,805080.0,,,,,,,,,,5920000.0,[],species,,
425415,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Filago,Filago hurdwarica,Filago hurdwarica,5268475.0,916750.0,99252.0,1042120.0,46248.0,422640.0,425415.0,Eukaryota,,life,,,Asteroideae,,,,,,campanulids,Gnaphalieae,304358.0,,805080.0,,,1084160.0,,,,,,596121.0,1084167.0,[],species,,
426505,Archaeplastida,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus pubescens,Quercus pubescens,5268475.0,916750.0,99252.0,267709.0,267713.0,791121.0,426505.0,Eukaryota,,life,,,,,,,,,,,304358.0,,805080.0,,,,,,,,,,,[],species,,
428389,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis cereuscula,Rhipsalis cereuscula,5268475.0,916750.0,99252.0,216628.0,584111.0,964565.0,428389.0,Eukaryota,,life,,,Cactoideae,,,Cactineae,,,,Rhipsalideae,304358.0,,805080.0,,,227063.0,,,33109.0,,,,801077.0,[],species,,
434009,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Buphthalmum,Buphthalmum salicifolium,Buphthalmum salicifolium,5268475.0,916750.0,99252.0,1042120.0,46248.0,434010.0,434009.0,Eukaryota,,life,,,Asteroideae,,,,,Inulinae,campanulids,Inuleae,304358.0,,805080.0,,,1084160.0,,,,,556322.0,596121.0,1084157.0,[],species,,
439770,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Persicaria maculosa,Persicaria maculosa,5268475.0,916750.0,99252.0,216628.0,904376.0,64965.0,439770.0,Eukaryota,,life,,,Polygonoideae,,,,,,,Persicarieae,304358.0,,805080.0,,,839947.0,,,,,,,839954.0,[],species,,
440579,,Ciliophora,Litostomatea,,,Epiphyllum (genus in subkingdom SAR),,Epiphyllum (genus in subkingdom SAR),,302424.0,546633.0,,,440579.0,,Eukaryota,Alveolata,life,,Haptoria,,,SAR,,Intramacronucleata,,,,304358.0,266751.0,805080.0,,215584.0,,,5246039.0,,340382.0,,,,['sibling_higher'],genus,,
440836,Archaeplastida,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,Dianthus collinus,Dianthus collinus,5268475.0,916750.0,99252.0,216628.0,317818.0,317820.0,440836.0,Eukaryota,,life,,,,,,,,,,Caryophylleae,304358.0,,805080.0,,,,,,,,,,5920005.0,[],species,,
441203,Archaeplastida,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer cissifolium,Acer cissifolium,5268475.0,916750.0,99252.0,229288.0,22442.0,948922.0,441203.0,Eukaryota,,life,,,Hippocastanoideae,,,,,,,Acereae,304358.0,,805080.0,,,7058334.0,,,,,,,7058335.0,[],species,,
442622,Archaeplastida,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Vernonia,Vernonia noveboracensis,Vernonia noveboracensis,5268475.0,916750.0,99252.0,1042120.0,46248.0,295609.0,442622.0,Eukaryota,,life,,,Cichorioideae,,,,,Vernoniinae,campanulids,Vernonieae,304358.0,,805080.0,,,578390.0,,,,,769433.0,596121.0,557762.0,['sibling_higher'],species,,
442651,Archaeplastida,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Cruciata,Cruciata laevipes,Cruciata laevipes,5268475.0,916750.0,99252.0,524062.0,1014022.0,872493.0,442651.0,Eukaryota,,life,,,Rubioideae,,,,,,,Rubieae,304358.0,,805080.0,,,997378.0,,,,,,,521012.0,[],species,,
444441,Archaeplastida,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium,Clinopodium acinos,Clinopodium acinos,5268475.0,916750.0,99252.0,23736.0,544714.0,248845.0,444441.0,Eukaryota,,life,,,Nepetoideae,,,,,,,Mentheae,304358.0,,805080.0,,,394658.0,,,,,,,498490.0,['sibling_higher'],species,,
