CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
2149	2661	9	0.8253	284.057
2149	2662	9	0.8263	139.029
2149	2664	9	0.8189	103.992
2149	2778	9	0.8306	301.083
2149	3520	9	0.796	-156.221
2660	2661	9	0.8864	-17.026
2661	2662	9	0.912	-145.027
2661	2664	9	0.9158	-180.064
2661	2778	9	0.9131	17.027
2661	3520	9	0.9085	-440.277
2310	2778	9	0.7905	-15.995
2622	2778	9	0.7765	-13.980
2660	2778	9	0.9128	0.000
2662	2778	9	0.8786	162.054
2664	2778	9	0.8598	197.091
2778	3520	9	0.8292	-457.304
2310	2622	9	0.7917	-2.015
2622	2660	9	0.7792	-13.980
2660	2664	9	0.843	-197.091
2662	2664	9	0.9182	-35.037
2664	3520	9	0.9164	-260.213
2660	3520	9	0.8029	-457.303
2662	3520	9	0.9037	-295.250
2660	2662	9	0.87	-162.053
2310	2660	9	0.7719	-15.995
2310	2311	9	0.8319	-18.010
2637	2749	10	0.8081	-70.042
536	2867	11	0.7368	-6.156
2529	3489	12	0.8374	-182.167
2841	3489	12	0.91	-98.110
3160	3489	12	0.9348	-56.062
3263	3489	12	0.9265	-42.047
3306	3489	12	0.8256	-28.032
3340	3489	12	0.9717	-28.031
3434	3489	12	0.9134	-14.016
3446	3489	12	0.8705	-14.016
3454	3489	12	0.8226	-0.001
3488	3489	12	0.8558	-197.090
2529	2821	12	0.769	-118.042
2529	2841	12	0.881	-84.057
2529	3160	12	0.8405	-126.105
2529	3263	12	0.8218	-140.120
2529	3306	12	0.823	-154.135
2529	3340	12	0.8373	-154.136
2529	3434	12	0.8146	-168.151
2529	3454	12	0.8327	-182.167
2821	2839	12	0.8003	333.143
2839	2840	12	0.8197	-102.068
2839	3158	12	0.9039	-0.000
2839	3159	12	0.7597	-144.115
2839	3338	12	0.8833	0.000
2839	3487	12	0.8652	0.000
3292	3306	12	0.802	-14.016
3292	3340	12	0.8955	-14.016
3292	3446	12	0.8474	-28.031
2821	3434	12	0.785	-50.109
2841	3434	12	0.8579	-84.094
3160	3434	12	0.8825	-42.047
3263	3434	12	0.9051	-28.031
3306	3434	12	0.8058	-14.016
3340	3434	12	0.9098	-14.015
3434	3454	12	0.8301	-14.015
2821	2841	12	0.8566	33.984
2821	3160	12	0.8177	-8.063
2821	3263	12	0.7738	-22.078
2821	3454	12	0.7556	-64.125
3446	3454	12	0.7787	-14.016
2840	3488	12	0.7868	-98.110
3158	3488	12	0.7838	-200.178
3159	3488	12	0.8518	-56.063
3338	3488	12	0.8003	-200.178
3339	3488	12	0.9101	-28.031
2840	3338	12	0.8543	102.068
2841	3338	12	0.8231	299.159
3158	3338	12	0.9518	0.000
3159	3338	12	0.7894	144.115
3263	3338	12	0.7799	355.221
3338	3339	12	0.7974	-172.147
3338	3487	12	0.9433	0.000
2841	3158	12	0.815	299.159
2841	3160	12	0.9081	-42.047
2841	3263	12	0.8817	-56.062
2841	3340	12	0.9084	-70.078
2841	3487	12	0.854	299.159
2840	3159	12	0.8529	-42.047
3158	3159	12	0.783	-144.115
3159	3160	12	0.843	-197.090
3159	3339	12	0.8757	-28.031
3159	3487	12	0.7891	144.115
3160	3263	12	0.9188	-14.015
3263	3306	12	0.8149	-14.016
3263	3340	12	0.933	-14.016
3263	3487	12	0.7974	355.221
2840	3339	12	0.8227	-70.078
3158	3339	12	0.7748	-172.146
3339	3340	12	0.856	-197.091
3306	3340	12	0.8366	-0.001
3306	3454	12	0.8747	-28.031
2840	3158	12	0.8499	102.068
2840	3487	12	0.8339	102.068
3160	3454	12	0.8173	-56.062
3340	3454	12	0.8246	-28.031
3160	3340	12	0.8569	-28.031
3158	3487	12	0.9431	0.000
3160	3487	12	0.8214	341.206
874	1542	13	0.8857	-28.031
1287	1542	13	0.9641	-14.015
1542	1870	13	0.8903	-14.016
610	715	13	0.9108	-30.011
715	899	13	0.8922	15.028
715	932	13	0.9414	15.995
715	1406	13	0.9198	15.995
808	940	13	0.8753	-30.010
940	1490	13	0.8919	-25.979
1019	1191	13	0.8629	-13.982
1191	1192	13	0.9533	-0.034
1191	1256	13	0.863	13.982
1607	1627	13	0.8597	3.007
1607	1895	13	0.8597	2.973
606	1406	13	0.8737	162.052
610	1406	13	0.9264	-14.016
830	1406	13	0.876	16.998
838	1406	13	0.9377	15.995
899	1406	13	0.9053	0.966
932	1406	13	0.928	-0.000
1082	1406	13	0.9062	-14.016
1406	1544	13	0.9151	14.016
1406	1564	13	0.8646	28.032
669	1446	13	0.8752	-28.032
1057	1446	13	0.8765	-14.016
1446	1564	13	0.8418	14.017
874	1750	13	0.8465	1.980
1082	1750	13	0.9503	-14.016
1544	1750	13	0.944	-14.016
1677	1750	13	0.9423	-14.017
1750	2088	13	0.9399	14.016
1750	2106	13	0.9449	-0.000
874	1082	13	0.8448	15.996
874	1287	13	0.9104	-14.016
874	1544	13	0.8751	15.996
874	2106	13	0.8795	1.980
748	1287	13	0.8797	162.052
1287	1288	13	0.8438	-1.003
1288	1643	13	0.9167	-14.016
692	2220	13	0.882	-12.000
1040	2220	13	0.8936	2.016
1484	2220	13	0.8659	0.001
1627	2220	13	0.9444	-0.000
1745	2220	13	0.9288	-0.000
1895	2220	13	0.9238	0.034
2220	2383	13	0.9526	0.000
2220	2424	13	0.9368	0.000
2220	2505	13	0.9152	0.000
873	1484	13	0.8867	2.015
1057	1677	13	0.9683	-14.015
1564	1677	13	0.9586	-14.015
1677	2088	13	0.9478	-0.001
1677	2106	13	0.9064	-14.017
856	953	13	0.8651	0.036
856	1490	13	0.8648	-25.979
856	1595	13	0.8618	-25.978
856	1863	13	0.8409	-25.978
828	846	13	0.9013	-327.147
846	1256	13	0.869	327.147
456	669	13	0.8449	162.053
669	944	13	0.909	-0.000
669	1057	13	0.906	-14.016
669	1564	13	0.8977	-14.015
1591	1593	13	0.8943	2.007
1593	1594	13	0.892	-1.002
1593	1615	13	0.9447	1.002
1593	1706	13	0.8829	1.002
1593	2200	13	0.88	1.002
1082	2106	13	0.9206	-14.016
1544	2106	13	0.9575	-14.016
2088	2106	13	0.9559	-14.016
713	808	13	0.8481	2.016
1490	1716	13	0.859	-3.018
1595	1716	13	0.8683	-3.020
1688	1716	13	0.8563	14.991
1716	1863	13	0.8635	3.020
1716	1911	13	0.8447	-43.024
1927	2322	13	0.8425	-13.980
2322	2504	13	0.9378	-0.036
692	2383	13	0.8853	-12.000
1040	2383	13	0.8992	2.016
1484	2383	13	0.8694	0.001
1598	2383	13	0.8447	367.106
1627	2383	13	0.9569	0.000
1745	2383	13	0.9483	-0.000
1895	2383	13	0.9405	0.034
2383	2424	13	0.9584	0.000
2383	2505	13	0.9486	0.000
1258	1287	13	0.9463	-14.016
692	2424	13	0.8856	-12.000
1040	2424	13	0.8957	2.016
1484	2424	13	0.8568	0.001
1598	2424	13	0.851	367.106
1627	2424	13	0.9583	0.000
1745	2424	13	0.943	-0.000
1895	2424	13	0.9337	0.034
2424	2505	13	0.9553	0.000
1155	1165	13	0.9082	327.149
1165	1192	13	0.8549	-14.015
1165	1320	13	0.8616	-0.000
1165	1594	13	0.846	-16.020
1165	1615	13	0.8647	-14.015
1165	1706	13	0.8704	-14.015
1165	1913	13	0.8528	2.016
1165	2200	13	0.8592	-14.016
1597	1611	13	0.9226	25.943
606	610	13	0.8413	176.069
606	932	13	0.9246	162.053
692	1745	13	0.8981	-11.999
1040	1745	13	0.9016	2.016
1484	1745	13	0.8823	0.001
1627	1745	13	0.9636	0.000
1745	1895	13	0.9562	-0.034
1745	2505	13	0.9352	-0.000
692	697	13	0.8921	-355.105
692	1040	13	0.9236	-14.016
692	1627	13	0.9195	-12.000
692	1895	13	0.9185	-12.033
692	2505	13	0.8759	-12.000
808	1665	13	0.9388	-71.984
1490	1665	13	0.9121	-15.994
1490	1911	13	0.9416	-46.042
1595	1911	13	0.946	-46.043
1688	1911	13	0.8543	-28.032
1863	1911	13	0.931	-46.043
1688	1733	13	0.905	-14.015
1733	2252	13	0.8804	-0.001
627	1490	13	0.8696	-23.964
808	1490	13	0.9004	-55.990
1490	1595	13	0.9902	0.001
1490	1688	13	0.8756	-18.010
1490	1863	13	0.9639	0.001
610	1863	13	0.8443	-81.968
1019	1863	13	0.8436	-53.973
1595	1863	13	0.9656	0.000
1688	1863	13	0.8734	18.011
1040	2505	13	0.8982	2.016
1484	2505	13	0.8575	0.001
1598	2505	13	0.8587	367.106
1627	2505	13	0.9502	0.000
1895	2505	13	0.931	0.034
1595	1688	13	0.8795	-18.011
1688	2252	13	0.8501	-14.016
666	1041	13	0.8786	14.015
666	1082	13	0.8597	162.053
666	1544	13	0.8447	162.053
1040	1484	13	0.8537	2.015
1365	1484	13	0.8729	16.031
1484	1627	13	0.8964	0.001
1484	1895	13	0.8929	-0.033
828	1256	13	0.8943	0.000
1192	1256	13	0.8947	14.015
1591	1594	13	0.9017	1.005
1594	1615	13	0.8667	2.005
1594	1706	13	0.882	2.005
1594	2200	13	0.8599	2.005
1594	2213	13	0.8532	1.001
456	944	13	0.8605	162.053
944	1057	13	0.9216	-14.016
944	1564	13	0.9451	-14.015
697	1260	13	0.8489	355.105
953	1260	13	0.884	0.000
1611	1615	13	0.9506	341.162
1611	1706	13	0.883	341.161
1611	1927	13	0.8683	341.162
1611	2200	13	0.9202	341.161
610	932	13	0.9684	-14.016
830	932	13	0.8827	16.998
838	932	13	0.9573	15.995
899	932	13	0.9154	0.967
1320	2200	13	0.8831	-14.015
1321	2200	13	0.855	-13.012
1606	2200	13	0.87	-31.044
1615	2200	13	0.9215	-0.000
1927	2200	13	0.9406	-0.001
2200	2213	13	0.859	-1.003
456	1052	13	0.9384	-0.000
1041	1052	13	0.9359	14.016
1057	1082	13	0.9405	-14.016
1057	1544	13	0.9245	-14.015
1057	1564	13	0.9685	0.000
1057	2088	13	0.9251	-14.015
456	1041	13	0.8992	-14.016
1591	1615	13	0.8979	3.010
1040	1627	13	0.9284	2.016
1627	1895	13	0.9674	-0.034
1040	1895	13	0.9058	1.982
1320	1321	13	0.9165	-1.004
627	808	13	0.8535	32.026
627	1595	13	0.8715	-23.963
610	830	13	0.8843	-31.014
610	838	13	0.9387	-30.011
610	899	13	0.9087	-14.983
610	1595	13	0.8547	-81.968
1082	1564	13	0.9471	14.016
1544	1564	13	0.96	14.016
1564	2088	13	0.9573	-14.016
1377	1606	13	0.8434	-14.014
1606	1615	13	0.9424	-31.044
1021	1544	13	0.9603	15.995
1082	1544	13	0.966	0.000
1320	1615	13	0.8867	-14.015
1320	1706	13	0.8409	-14.015
1320	1927	13	0.8545	-14.014
830	838	13	0.9285	1.003
838	899	13	0.9059	15.028
838	1019	13	0.862	2.016
838	1021	13	0.8598	14.016
828	1192	13	0.8602	-14.015
1019	1192	13	0.884	-14.016
1927	2213	13	0.8427	-1.004
825	828	13	0.8859	1.003
828	1019	13	0.8441	0.000
825	1019	13	0.8497	1.004
808	1595	13	0.8936	-55.988
830	1019	13	0.849	3.019
1019	1595	13	0.8446	-53.973
1615	1927	13	0.8723	0.000
830	899	13	0.9504	16.031
1021	1082	13	0.9426	15.995
1615	1706	13	0.892	-0.000
958	1186	15	0.936	0.000
958	1784	15	0.9311	0.001
958	2049	15	0.9171	-0.000
1186	2049	15	0.9283	-0.001
1784	2049	15	0.9386	-0.001
1186	1854	15	0.8902	-2.016
1784	1854	15	0.8837	-2.016
1854	2131	15	0.9032	0.000
1854	2181	15	0.8897	-26.016
1854	2344	15	0.8909	-26.016
1854	2439	15	0.8765	-26.016
1854	3007	15	0.8998	-26.016
1854	3464	15	0.9036	-14.016
1186	2439	15	0.8665	-28.032
2181	2439	15	0.9636	0.000
2344	2439	15	0.9682	0.000
2439	2705	15	0.9065	0.000
2439	2768	15	0.889	0.000
2439	3007	15	0.9409	0.000
1186	1784	15	0.9497	0.000
1784	2344	15	0.8718	-28.032
1784	3007	15	0.8809	-28.032
2181	2705	15	0.9207	0.000
2344	2705	15	0.9159	0.000
2705	3007	15	0.9204	0.000
1186	2181	15	0.8741	-28.032
2181	2344	15	0.9857	0.000
2181	2768	15	0.8795	0.000
2181	3007	15	0.9499	0.000
2181	3464	15	0.8648	12.000
2344	3464	15	0.8722	12.000
2768	3464	15	0.8664	12.000
3007	3464	15	0.877	12.000
1186	2344	15	0.8833	-28.032
2344	2768	15	0.8811	0.000
2344	3007	15	0.9481	0.000
2768	3007	15	0.8982	0.000
1186	3007	15	0.8662	-28.032
130	214	16	0.9545	17.974
142	214	16	0.8801	16.990
167	214	16	0.8904	18.010
130	167	16	0.8958	-0.036
142	167	16	0.8698	-1.020
130	142	16	0.8857	0.984
2771	3156	17	0.937	-66.084
3156	3186	17	0.9332	0.000
2771	3186	17	0.9257	-66.084
1333	1859	18	0.9024	-36.000
1482	1859	18	0.8521	-36.000
1859	1952	18	0.8095	-0.000
1859	2598	18	0.8119	104.063
918	1621	18	0.8269	46.005
1195	1621	18	0.8115	-33.984
1374	1621	18	0.8084	55.990
1482	1621	18	0.9091	-21.985
1621	1628	18	0.8313	-132.042
1621	1952	18	0.9187	-14.016
1621	2035	18	0.8259	7.969
918	1952	18	0.8275	31.990
1953	2035	18	0.8044	132.042
1195	2598	18	0.8618	56.063
1482	2598	18	0.8647	68.063
1952	2598	18	0.8917	104.063
2035	2598	18	0.8722	82.078
2414	2598	18	0.8413	146.073
1195	2339	18	0.8061	-28.031
1195	1482	18	0.8695	-12.000
1333	1482	18	0.8255	0.000
1482	1952	18	0.9326	-36.000
1482	2035	18	0.9096	-14.016
1482	2414	18	0.8139	-78.011
1195	2414	18	0.8078	-90.011
1952	2414	18	0.8434	-42.011
2035	2414	18	0.8241	-63.995
1195	2035	18	0.9111	-26.016
1952	2035	18	0.9521	21.984
1195	1952	18	0.9287	-48.000
2730	2826	19	0.7436	118.063
2826	2827	19	0.7061	-45.058
2826	3068	19	0.9309	-14.016
823	824	22	0.9112	-17.026
824	1109	22	0.9213	17.026
455	2100	22	0.7921	31.990
455	1103	22	0.7195	15.995
468	1103	22	0.7837	11.998
682	1103	22	0.9821	0.000
686	1103	22	0.8483	162.053
819	1103	22	0.9915	0.000
823	1103	22	0.8509	-2.016
834	1103	22	0.7681	1.003
1103	1109	22	0.8392	2.016
468	682	22	0.8062	11.998
468	819	22	0.7834	11.998
468	834	22	0.7085	10.995
468	2263	22	0.7096	-146.002
819	836	22	0.7024	1.012
823	836	22	0.7602	-1.003
834	836	22	0.8187	2.015
836	1109	22	0.7566	1.003
455	1202	22	0.814	31.990
455	682	22	0.7293	15.995
682	686	22	0.8579	-162.053
682	819	22	0.9798	0.000
682	823	22	0.8395	2.016
682	834	22	0.754	-1.003
682	1109	22	0.835	2.016
819	1109	22	0.8313	2.016
823	1109	22	0.9454	0.000
455	819	22	0.7234	15.995
686	819	22	0.8471	162.053
819	823	22	0.8476	2.016
819	834	22	0.7643	-1.003
2799	2845	23	0.7955	-38.016
2845	2864	23	0.8296	36.000
2845	2889	23	0.8612	36.000
2845	2956	23	0.8371	33.984
1931	2207	23	0.7649	18.010
1791	2889	23	0.8647	31.990
1931	2889	23	0.7217	-90.130
2799	2889	23	0.9013	-2.016
2864	2889	23	0.9287	0.000
2889	2956	23	0.9302	-2.016
1791	2956	23	0.8415	29.974
2799	2956	23	0.9027	-4.031
2864	2956	23	0.9203	-2.016
1791	2864	23	0.8509	31.990
2799	2864	23	0.8812	-2.016
1791	2799	23	0.8573	34.006
511	2448	25	0.8804	-208.146
762	1439	26	0.9272	24.021
1254	1439	26	0.921	-14.016
1327	1439	26	0.9523	-0.000
1386	1439	26	0.9226	15.995
1439	1451	26	0.9225	-8.026
1439	1529	26	0.9422	-15.995
1439	1569	26	0.9423	66.011
404	1296	26	0.9268	-112.052
762	1296	26	0.9591	18.010
1296	1307	26	0.9415	14.016
1296	1327	26	0.9271	6.011
1296	1451	26	0.9777	-2.016
1296	2272	26	0.9286	-36.000
1307	1445	26	0.9386	72.021
1307	2009	26	0.9283	-28.031
1327	1569	26	0.9587	66.010
1569	2272	26	0.9565	-108.021
404	2120	26	0.9081	-148.052
2120	2272	26	0.9343	-0.000
404	762	26	0.9387	-130.063
762	1327	26	0.9351	24.021
762	1451	26	0.9691	15.995
762	2272	26	0.9333	-17.990
1254	1386	26	0.9118	-30.011
1327	1386	26	0.9566	-15.995
1386	1387	26	0.9221	-305.163
1386	1529	26	0.9484	0.000
404	2272	26	0.9661	-148.053
1327	2272	26	0.9771	-42.011
1451	2272	26	0.9443	-33.985
404	1451	26	0.9423	-114.068
1327	1451	26	0.9486	-8.026
404	1327	26	0.9659	-106.042
1254	1327	26	0.9368	-14.015
1327	1529	26	0.9461	-15.995
1387	1529	26	0.9357	305.163
3252	3529	27	0.8511	-75.939
1864	2133	29	0.8682	-86.000
1862	1864	29	0.7911	45.058
3003	3113	30	0.8415	-2.016
3113	3511	30	0.901	141.019
3617	3647	30	0.875	341.132
3618	3647	30	0.8918	-0.000
3621	3647	30	0.8803	-28.030
3645	3647	30	0.8742	179.079
3647	3675	30	0.8717	-2.015
3350	3619	30	0.8455	0.000
2974	3054	30	0.8605	0.000
2986	3054	30	0.9465	0.000
3010	3054	30	0.9588	0.000
3040	3054	30	0.9471	0.000
3054	3111	30	0.8668	-2.016
3054	3315	30	0.9176	0.000
3054	3328	30	0.8937	0.000
3003	3646	30	0.8741	141.019
3350	3646	30	0.9201	0.000
3511	3646	30	0.8731	2.016
3646	3675	30	0.851	-280.240
3499	3620	30	0.8549	-38.052
3580	3620	30	0.8782	162.053
3620	3621	30	0.8504	179.078
3620	3629	30	0.8627	-26.016
3620	3645	30	0.8668	-28.032
3620	3677	30	0.8703	-30.047
3497	3500	30	0.8464	-12.000
3499	3500	30	0.8481	-12.000
3123	3165	30	0.8546	0.000
3125	3165	30	0.8692	-179.080
3155	3376	30	0.9213	-28.031
3155	3452	30	0.9	-42.047
3155	3564	30	0.9121	-84.094
3066	3285	30	0.866	0.000
3111	3285	30	0.8677	0.000
3268	3285	30	0.941	0.000
3285	3423	30	0.8788	-0.000
3299	3436	30	0.8933	162.052
3310	3436	30	0.905	162.052
3418	3436	30	0.8888	0.000
3436	3677	30	0.8453	-54.120
3299	3418	30	0.8686	162.052
3310	3418	30	0.8476	162.052
3111	3505	30	0.8669	-3.019
3376	3505	30	0.8497	-29.035
3505	3506	30	0.8622	-1.003
3580	3617	30	0.8673	-28.031
3617	3645	30	0.8888	162.053
3299	3472	30	0.8491	21.984
3310	3472	30	0.8539	21.984
3472	3685	30	0.8584	-52.104
3350	3675	30	0.8675	-280.240
3618	3675	30	0.8488	-2.016
2974	3066	30	0.8519	-2.016
3066	3111	30	0.8753	0.000
3066	3268	30	0.8537	0.000
3066	3278	30	0.8623	-18.010
3066	3328	30	0.848	2.016
3066	3422	30	0.849	17.027
3066	3423	30	0.8897	0.000
3066	3452	30	0.8661	12.000
2974	3328	30	0.8909	0.000
2986	3328	30	0.9017	0.000
2991	3328	30	0.8883	75.021
3010	3328	30	0.9015	0.000
3040	3328	30	0.9061	0.000
3125	3328	30	0.8724	75.021
3315	3328	30	0.9075	-0.000
3376	3423	30	0.879	-26.016
3376	3452	30	0.9429	-14.016
3376	3503	30	0.8438	-11.005
3376	3564	30	0.9194	-56.062
3422	3503	30	0.8512	-2.016
3422	3511	30	0.843	-74.037
2974	2986	30	0.8915	0.000
2974	2991	30	0.8643	-75.021
2974	3010	30	0.88	0.000
2974	3040	30	0.8832	0.000
2974	3125	30	0.861	-75.021
2974	3315	30	0.893	0.000
3499	3677	30	0.8802	-68.099
3645	3677	30	0.8598	-2.016
3583	3621	30	0.8672	-0.000
3618	3621	30	0.8455	28.030
3299	3310	30	0.9301	0.000
3299	3408	30	0.8526	13.979
3408	3497	30	0.8836	162.053
3408	3499	30	0.9033	162.052
3629	3645	30	0.8499	-2.016
2986	3040	30	0.9657	0.000
2991	3040	30	0.8579	75.021
3010	3040	30	0.9628	0.000
3040	3111	30	0.8705	-2.016
3040	3315	30	0.9193	0.000
3040	3423	30	0.8773	-2.016
2986	3315	30	0.9321	0.000
2991	3315	30	0.8841	75.021
3010	3315	30	0.9338	0.000
3111	3315	30	0.8616	2.016
3125	3315	30	0.8709	75.021
3315	3423	30	0.8957	-2.016
2986	2991	30	0.865	-75.021
2986	3010	30	0.9695	0.000
2986	3111	30	0.8771	-2.016
2986	3125	30	0.8494	-75.021
2986	3423	30	0.8791	-2.016
2945	3026	30	0.8425	-28.031
3026	3123	30	0.8429	-179.080
2991	3010	30	0.8648	75.021
3010	3111	30	0.8986	-2.016
3010	3125	30	0.8568	-75.021
3010	3423	30	0.8942	-2.016
3111	3268	30	0.864	0.000
3268	3423	30	0.8744	-0.000
3423	3452	30	0.8766	12.000
3452	3503	30	0.8437	3.011
3452	3564	30	0.928	-42.047
2819	2945	30	0.8541	341.132
2819	2990	30	0.8741	-28.031
2945	2946	30	0.8665	-179.080
2945	2991	30	0.911	-28.031
2945	3125	30	0.9045	-28.031
2990	2991	30	0.8739	341.132
2990	3123	30	0.8573	162.052
2990	3125	30	0.8787	341.132
3003	3350	30	0.8845	141.019
3082	3350	30	0.8405	-58.042
3350	3511	30	0.9047	-2.016
3111	3423	30	0.9465	-0.000
2991	3123	30	0.9016	-179.080
2991	3125	30	0.9339	0.000
3497	3499	30	0.9221	-0.000
3021	3278	30	0.8428	-28.031
3123	3125	30	0.9049	179.080
974	1120	31	0.9504	-2.016
974	1742	31	0.9286	-28.032
974	2153	31	0.8867	-144.115
974	2468	31	0.8839	-80.062
1120	2468	31	0.9286	-78.047
1742	2468	31	0.9096	-52.030
719	891	31	0.904	53.975
812	891	31	0.9135	9.948
891	1714	31	0.883	-60.022
719	812	31	0.904	44.027
812	2153	31	0.897	-44.099
1714	2153	31	0.8998	5.974
2153	2255	31	0.8815	0.000
1120	1742	31	0.9581	-26.017
1968	2206	32	0.7269	-103.027
1969	2206	32	0.7027	-86.000
2206	2364	32	0.7587	-86.001
1968	2364	32	0.7384	-189.028
3080	3441	34	0.8943	0.000
3081	3441	34	0.8643	18.011
3097	3441	34	0.8856	0.000
3441	3457	34	0.8488	-18.011
3152	3366	34	0.8967	-28.032
